Time,X,Y,Z,Xvel,YVel,ZVel,XAc,YAc,ZAc
2017-10-14 00:00:00,2672223048,1315575668,-29714767,-3.049,5.782,0.0609,0,0,0
2017-10-14 00:00:00,2672212071.4259086,1315596483.1142669,-29714547.75806368,-3.049048358748412,5.781976185254019,0.060900537866094104,-1.343298566994569e-08,-6.615207216976784e-09,1.4940724836138362e-10
2017-10-14 01:00:00,2672201094.6777263,1315617298.1427994,-29714328.514191058,-3.0490967173300176,5.781952370115249,0.06090107572857242,-1.3432939334930599e-08,-6.615316324944903e-09,1.4940624397539746e-10
2017-10-14 02:00:00,2672190117.7554536,1315638113.0855958,-29714109.268382143,-3.049145075744814,5.781928554583692,0.0609016135874349,-1.3432892999067201e-08,-6.615425432672642e-09,1.494052395794387e-10
2017-10-14 03:00:00,2672179140.659091,1315658927.942655,-29713890.02063695,-3.049193433992799,5.781904738659347,0.060902151442681525,-1.3432846662355511e-08,-6.615534540159996e-09,1.4940423517350704e-10
2017-10-14 04:00:00,2672168163.3886395,1315679742.7139754,-29713670.77095549,-3.049241792073968,5.781880922342216,0.06090268929431225,-1.3432800324795527e-08,-6.615643647406962e-09,1.494032307576027e-10
2017-10-14 05:00:00,2672157185.9440994,1315700557.3995557,-29713451.51933778,-3.049290149988319,5.7818571056323,0.06090322714232704,-1.3432753986387219e-08,-6.615752754413525e-09,1.4940222633172548e-10
2017-10-14 06:00:00,2672146208.3254714,1315721371.9993944,-29713232.265783828,-3.049338507735849,5.7818332885296,0.06090376498672587,-1.343270764713061e-08,-6.61586186117969e-09,1.4940122189587558e-10
2017-10-14 07:00:00,2672135230.5327563,1315742186.5134902,-29713013.010293648,-3.049386865316554,5.781809471034117,0.06090430282750869,-1.343266130702568e-08,-6.615970967705441e-09,1.4940021745005272e-10
2017-10-14 08:00:00,2672124252.5659547,1315763000.9418416,-29712793.752867255,-3.0494352227304318,5.7817856531458505,0.06090484066467547,-1.3432614966072453e-08,-6.61608007399079e-09,1.4939921299425738e-10
2017-10-14 09:00:00,2672113274.425067,1315783815.2844472,-29712574.493504662,-3.0494835799774793,5.7817618348648026,0.06090537849822617,-1.3432568624270889e-08,-6.6161891800357075e-09,1.4939820852848908e-10
2017-10-14 10:00:00,2672102296.1100936,1315804629.5413055,-29712355.23220588,-3.049531937057693,5.781738016190974,0.06090591632816076,-1.3432522281621021e-08,-6.616298285840204e-09,1.4939720405274818e-10
