Time,X,Y,Z,Xvel,YVel,ZVel,XAc,YAc,ZAc
2017-10-14 00:00:00,139687616,52489174,-2713.707975,-10.95375967554877,27.78172565860283,-0.002208848641529926,0,0,0
2017-10-14 00:00:00,139648110.1347902,52589161.03294186,-2721.658387505092,-10.973851447159904,27.774175817183302,-0.0022084479180811793,-5.581047669759346e-06,-2.0971781720910916e-06,1.1131206909636575e-10
2017-10-14 01:00:00,139608531.95708218,52689120.8337119,-2729.607353242131,-10.993938252232503,27.766611325011123,-0.0022080460380664506,-5.579668075722272e-06,-2.1012478256056337e-06,1.1163333742460097e-10
2017-10-14 02:00:00,139568881.48479444,52789053.34957787,-2737.5548680478937,-11.014020079926668,27.759032184991135,-0.0022076430016007603,-5.5782854706013075e-06,-2.105316672218853e-06,1.1195457380279593e-10
2017-10-14 03:00:00,139529158.73588458,52888958.527817994,-2745.5009277595727,-11.03409691940361,27.751438400036406,-0.002207238808799764,-5.576899854705927e-06,-2.1093847096472687e-06,1.1227577805460335e-10
2017-10-14 04:00:00,139489363.7283492,52988836.31572104,-2753.4455282147796,-11.054168759825659,27.74382997306822,-0.002206833459779751,-5.575511228347394e-06,-2.113451935607218e-06,1.1259695000364504e-10
2017-10-14 05:00:00,139449496.48022392,53088686.6605863,-2761.388665251547,-11.07423559035628,27.736206907016086,-0.002206426954657646,-5.574119591838757e-06,-2.1175183478148557e-06,1.1291808947351181e-10
2017-10-14 06:00:00,139409557.00958335,53188509.50972364,-2769.3303347083306,-11.09429740016006,27.728569204817735,-0.00220601929355101,-5.572724945494879e-06,-2.1215839439861696e-06,1.1323919628776461e-10
2017-10-14 07:00:00,139369545.3345411,53288304.81045355,-2777.2705324240114,-11.114354178402737,27.72091686941912,-0.002205610476578038,-5.571327289632406e-06,-2.1256487218369635e-06,1.1356027026993325e-10
2017-10-14 08:00:00,139329461.4732498,53388072.51010714,-2785.2092542378987,-11.134405914251188,27.71324990377442,-0.0022052005038575616,-5.56992662456978e-06,-2.1297126790828738e-06,1.1388131124351754e-10
2017-10-14 09:00:00,139289305.44390106,53487812.55602618,-2793.146495989731,-11.154452596873446,27.70556831084604,-0.0022047893755090466,-5.568522950627254e-06,-2.1337758134393632e-06,1.1420231903198694e-10
2017-10-14 10:00:00,139249077.26472548,53587524.89556316,-2801.0822535196803,-11.174494215438703,27.6978720936046,-0.002204377091652595,-5.567116268126857e-06,-2.1378381226217214e-06,1.1452329345878054e-10
2017-10-14 11:00:00,139208776.95399266,53687209.47608127,-2809.0165226683525,-11.194530759117315,27.690161255028958,-0.0022039636524089443,-5.56570657739244e-06,-2.1418996043450745e-06,1.148442343473078e-10
2017-10-14 12:00:00,139168404.53001118,53786866.24495445,-2816.9492992767905,-11.214562217080815,27.68243579810619,-0.002203549057899469,-5.5642938787496295e-06,-2.145960256324374e-06,1.1516514152094763e-10
2017-10-14 13:00:00,139127960.01112857,53886495.14956745,-2824.8805791864766,-11.234588578501908,27.674695725831604,-0.002203133308246178,-5.562878172525874e-06,-2.1500200762744096e-06,1.1548601480304959e-10
