Time,X,Y,Z,Xvel,YVel,ZVel,XAc,YAc,ZAc
2017-10-14 00:00:00,4279829088,-1321863342,-71417656,1.575,5.217,-0.143,0,0,0
2017-10-14 00:00:00,4279834757.918004,-1321844560.7746866,-71418170.79863146,1.5749772233401742,5.217007031484615,-0.14299961984814744,-6.326849951620391e-09,1.953190170802467e-09,1.0559773681856554e-10
2017-10-14 01:00:00,4279840427.754012,-1321825779.5240602,-71418685.59589435,1.5749544466481142,5.217014062869737,-0.14299923969352096,-6.326858905555293e-09,1.9531625340236098e-09,1.055985073511777e-10
2017-10-14 02:00:00,4279846097.5080237,-1321806998.2481213,-71419200.39178868,1.5749316699238205,5.217021094155367,-0.1429988595361206,-6.326867859369995e-09,1.9531348971990574e-09,1.0559927788191013e-10
2017-10-14 03:00:00,4279851767.180039,-1321788216.94687,-71419715.18631443,1.5749088931672934,5.217028125341504,-0.1429984793759463,-6.32687681306449e-09,1.953107260328812e-09,1.0560004841076283e-10
2017-10-14 04:00:00,4279857436.7700577,-1321769435.620307,-71420229.9794716,1.5748861163785335,5.217035156428149,-0.14299809921299814,-6.326885766638792e-09,1.9530796234128744e-09,1.0560081893773591e-10
2017-10-14 05:00:00,4279863106.27808,-1321750654.2684324,-71420744.77126016,1.574863339557541,5.2170421874153,-0.14299771904727607,-6.326894720092887e-09,1.953051986451242e-09,1.056015894628292e-10
2017-10-14 06:00:00,4279868775.704106,-1321731872.8912466,-71421259.56168012,1.5748405627043167,5.217049218302958,-0.1429973388787801,-6.326903673426787e-09,1.9530243494439196e-09,1.0560235998604277e-10
2017-10-14 07:00:00,4279874445.048135,-1321713091.4887497,-71421774.35073148,1.5748177858188608,5.217056249091123,-0.14299695870751028,-6.326912626640486e-09,1.9529967123909037e-09,1.0560313050737659e-10
2017-10-14 08:00:00,4279880114.310167,-1321694310.0609426,-71422289.1384142,1.5747950089011737,5.2170632797797944,-0.1429965785334666,-6.32692157973398e-09,1.9529690752921956e-09,1.0560390102683066e-10
2017-10-14 09:00:00,4279885783.490202,-1321675528.6078253,-71422803.92472829,1.574772231951256,5.217070310368972,-0.14299619835664903,-6.326930532707282e-09,1.952941438147799e-09,1.0560467154440502e-10
2017-10-14 10:00:00,4279891452.5882397,-1321656747.129398,-71423318.70967373,1.5747494549691081,5.217077340858656,-0.14299581817705762,-6.326939485560382e-09,1.952913800957712e-09,1.0560544206009972e-10
2017-10-14 11:00:00,4279897121.6042805,-1321637965.6256616,-71423833.49325052,1.5747266779547302,5.217084371248845,-0.14299543799469236,-6.326948438293278e-09,1.9528861637219328e-09,1.056062125739145e-10
2017-10-14 12:00:00,4279902790.538324,-1321619184.096616,-71424348.27545863,1.574703900908123,5.21709140153954,-0.14299505780955324,-6.326957390905982e-09,1.952858526440466e-09,1.0560698308584957e-10
2017-10-14 13:00:00,4279908459.39037,-1321600402.5422618,-71424863.05629808,1.5746811238292868,5.217098431730741,-0.14299467762164028,-6.326966343398481e-09,1.952830889113308e-09,1.0560775359590483e-10
2017-10-14 14:00:00,4279914128.160418,-1321581620.9625993,-71425377.83576883,1.574658346718222,5.217105461822447,-0.14299429743095352,-6.326975295770789e-09,1.9528032517404636e-09,1.0560852410408034e-10
2017-10-14 15:00:00,4279919796.8484683,-1321562839.3576288,-71425892.61387089,1.5746355695749292,5.2171124918146585,-0.1429939172374929,-6.3269842480228896e-09,1.952775614321928e-09,1.0560929461037592e-10
2017-10-14 16:00:00,4279925465.454521,-1321544057.7273507,-71426407.39060424,1.5746127923994087,5.217119521707375,-0.1429935370412585,-6.3269932001547974e-09,1.9527479768577063e-09,1.0561006511479179e-10
2017-10-14 17:00:00,4279931133.9785757,-1321525276.0717654,-71426922.16596888,1.5745900151916608,5.217126551500597,-0.14299315684225028,-6.327002152166504e-09,1.952720339347796e-09,1.0561083561732783e-10
2017-10-14 18:00:00,4279936802.4206324,-1321506494.3908732,-71427436.93996479,1.5745672379516862,5.217133581194323,-0.14299277664046825,-6.327011104058018e-09,1.9526927017922008e-09,1.0561160611798403e-10
2017-10-14 19:00:00,4279942470.7806907,-1321487712.6846743,-71427951.71259196,1.5745444606794852,5.2171406107885545,-0.14299239643591244,-6.327020055829333e-09,1.9526650641909184e-09,1.0561237661676044e-10
2017-10-14 20:00:00,4279948139.0587506,-1321468930.9531693,-71428466.48385039,1.5745216833750582,5.21714764028329,-0.14299201622858282,-6.327029007480449e-09,1.952637426543951e-09,1.05613147113657e-10
2017-10-14 21:00:00,4279953807.2548122,-1321450149.1963584,-71428981.25374006,1.5744989060384058,5.21715466967853,-0.14299163601847942,-6.327037959011373e-09,1.952609788851297e-09,1.0561391760867381e-10
2017-10-14 22:00:00,4279959475.3688755,-1321431367.414242,-71429496.02226096,1.5744761286695284,5.217161698974274,-0.14299125580560226,-6.327046910422095e-09,1.9525821511129568e-09,1.0561468810181057e-10
2017-10-14 23:00:00,4279965143.40094,-1321412585.6068206,-71430010.7894131,1.5744533512684262,5.217168728170522,-0.14299087558995133,-6.327055861712626e-09,1.952554513328933e-09,1.0561545859306756e-10
2017-10-15 00:00:00,4279970811.3510056,-1321393803.7740943,-71430525.55519643,1.5744305738350999,5.217175757267274,-0.14299049537152664,-6.3270648128829585e-09,1.9525268754992245e-09,1.0561622908244472e-10
2017-10-15 01:00:00,4279976479.2190723,-1321375021.9160638,-71431040.31961097,1.5744077963695498,5.217182786264529,-0.1429901151503282,-6.3270737639330994e-09,1.9524992376238347e-09,1.0561699956994205e-10
2017-10-15 02:00:00,4279982147.0051403,-1321356240.0327291,-71431555.0826567,1.5743850188717763,5.217189815162288,-0.142989734926356,-6.327082714863035e-09,1.9524715997027573e-09,1.0561777005555929e-10
2017-10-15 03:00:00,4279987814.709209,-1321337458.124091,-71432069.84433362,1.57436224134178,5.217196843960551,-0.14298935469961005,-6.327091665672781e-09,1.9524439617359988e-09,1.0561854053929674e-10
2017-10-15 04:00:00,4279993482.331279,-1321318676.1901493,-71432584.6046417,1.5743394637795611,5.217203872659316,-0.14298897447009037,-6.327100616362334e-09,1.952416323723558e-09,1.056193110211543e-10
2017-10-15 05:00:00,4279999149.871349,-1321299894.2309048,-71433099.36358096,1.57431668618512,5.217210901258585,-0.14298859423779697,-6.327109566931685e-09,1.9523886856654333e-09,1.0562008150113186e-10
2017-10-15 06:00:00,4280004817.3294196,-1321281112.2463577,-71433614.12115137,1.5742939085584575,5.217217929758356,-0.14298821400272985,-6.3271185173808455e-09,1.9523610475616295e-09,1.0562085197922957e-10
2017-10-15 07:00:00,4280010484.705491,-1321262330.2365084,-71434128.87735292,1.5742711308995738,5.2172249581586305,-0.142987833764889,-6.327127467709814e-09,1.9523334094121435e-09,1.0562162245544739e-10
2017-10-15 08:00:00,4280016151.9995627,-1321243548.2013571,-71434643.63218561,1.5742483532084692,5.217231986459407,-0.14298745352427444,-6.327136417918585e-09,1.9523057712169773e-09,1.0562239292978516e-10
2017-10-15 09:00:00,4280021819.2116346,-1321224766.1409044,-71435158.38564941,1.5742255754851444,5.217239014660685,-0.1429870732808862,-6.327145368007162e-09,1.95227813297613e-09,1.0562316340224301e-10
2017-10-15 10:00:00,4280027486.3417063,-1321205984.0551505,-71435673.13774434,1.5742027977295996,5.217246042762466,-0.14298669303472425,-6.327154317975548e-09,1.9522504946896034e-09,1.056239338728209e-10
2017-10-15 11:00:00,4280033153.389778,-1321187201.9440958,-71436187.88847037,1.5741800199418354,5.217253070764749,-0.14298631278578863,-6.32716326782374e-09,1.9522228563573985e-09,1.0562470434151896e-10
2017-10-15 12:00:00,4280038820.3558497,-1321168419.8077407,-71436702.63782749,1.5741572421218522,5.217260098667534,-0.14298593253407932,-6.327172217551732e-09,1.9521952179795114e-09,1.0562547480833684e-10
2017-10-15 13:00:00,4280044487.239921,-1321149637.6460855,-71437217.3858157,1.5741344642696504,5.21726712647082,-0.14298555227959633,-6.327181167159542e-09,1.952167579555949e-09,1.0562624527327497e-10
2017-10-15 14:00:00,4280050154.041992,-1321130855.4591305,-71437732.13243498,1.5741116863852305,5.217274154174608,-0.14298517202233968,-6.327190116647149e-09,1.9521399410867073e-09,1.0562701573633296e-10
2017-10-15 15:00:00,4280055820.7620625,-1321112073.2468762,-71438246.87768532,1.5740889084685927,5.2172811817788975,-0.14298479176230935,-6.327199066014573e-09,1.952112302571789e-09,1.0562778619751106e-10
2017-10-15 16:00:00,4280061487.4001327,-1321093291.009323,-71438761.62156673,1.5740661305197379,5.217288209283688,-0.1429844114995054,-6.327208015261798e-09,1.952084664011192e-09,1.0562855665680907e-10
2017-10-15 17:00:00,4280067153.956202,-1321074508.7464707,-71439276.36407916,1.5740433525386661,5.2172952366889795,-0.14298403123392778,-6.327216964388829e-09,1.9520570254049197e-09,1.0562932711422707e-10
2017-10-15 18:00:00,4280072820.43027,-1321055726.4583204,-71439791.10522264,1.574020574525378,5.217302263994772,-0.14298365096557653,-6.3272259133956766e-09,1.952029386752971e-09,1.0563009756976508e-10
2017-10-15 19:00:00,4280078486.8223376,-1321036944.144872,-71440305.84499714,1.5739977964798737,5.217309291201065,-0.14298327069445163,-6.327234862282327e-09,1.9520017480553456e-09,1.0563086802342309e-10
2017-10-15 20:00:00,4280084153.132404,-1321018161.806126,-71440820.58340265,1.573975018402154,5.217316318307859,-0.14298289042055312,-6.327243811048787e-09,1.951974109312045e-09,1.0563163847520109e-10
2017-10-15 21:00:00,4280089819.360469,-1320999379.442083,-71441335.32043916,1.573952240292219,5.217323345315153,-0.142982510143881,-6.327252759695053e-09,1.95194647052307e-09,1.0563240892509897e-10
2017-10-15 22:00:00,4280095485.5065327,-1320980597.052743,-71441850.05610667,1.5739294621500695,5.217330372222947,-0.14298212986443526,-6.327261708221135e-09,1.9519188316884216e-09,1.056331793731169e-10
2017-10-15 23:00:00,4280101151.570595,-1320961814.6381063,-71442364.79040517,1.5739066839757057,5.2173373990312415,-0.1429817495822159,-6.327270656627021e-09,1.9518911928080975e-09,1.0563394981925466e-10
2017-10-16 00:00:00,4280106817.5526557,-1320943032.1981738,-71442879.52333464,1.573883905769128,5.217344425740036,-0.14298136929722297,-6.327279604912721e-09,1.951863553882101e-09,1.056347202635124e-10
2017-10-16 01:00:00,4280112483.452715,-1320924249.7329452,-71443394.25489508,1.573861127530337,5.217351452349329,-0.1429809890094564,-6.327288553078227e-09,1.951835914910431e-09,1.0563549070589009e-10
2017-10-16 02:00:00,4280118149.2707725,-1320905467.2424214,-71443908.98508647,1.5738383492593329,5.217358478859123,-0.1429806087189163,-6.3272975011235444e-09,1.951808275893087e-09,1.0563626114638766e-10
2017-10-16 03:00:00,4280123815.006828,-1320886684.7266023,-71444423.7139088,1.5738155709561163,5.217365505269416,-0.1429802284256026,-6.32730644904867e-09,1.951780636830072e-09,1.056370315850051e-10
2017-10-16 04:00:00,4280129480.660881,-1320867902.1854887,-71444938.44136207,1.5737927926206876,5.2173725315802075,-0.1429798481295153,-6.327315396853611e-09,1.951752997721385e-09,1.0563780202174254e-10
2017-10-16 05:00:00,4280135146.2329326,-1320849119.6190805,-71445453.16744626,1.5737700142530473,5.2173795577914985,-0.14297946783065446,-6.32732434453836e-09,1.951725358567028e-09,1.0563857245659987e-10
2017-10-16 06:00:00,4280140811.7229815,-1320830337.0273786,-71445967.89216135,1.5737472358531956,5.217386583903289,-0.14297908752902005,-6.327333292102915e-09,1.951697719366998e-09,1.0563934288957698e-10
2017-10-16 07:00:00,4280146477.131028,-1320811554.4103827,-71446482.61550736,1.5737244574211333,5.217393609915577,-0.1429787072246121,-6.327342239547294e-09,1.9516700801213008e-09,1.0564011332067415e-10
2017-10-16 08:00:00,4280152142.4570723,-1320792771.7680938,-71446997.33748427,1.5737016789568605,5.217400635828364,-0.1429783269174306,-6.3273511868714745e-09,1.9516424408299308e-09,1.0564088374989102e-10
2017-10-16 09:00:00,4280157807.7011137,-1320773989.100512,-71447512.05809206,1.573678900460378,5.217407661641649,-0.14297794660747556,-6.327360134075472e-09,1.9516148014928934e-09,1.0564165417722791e-10
2017-10-16 10:00:00,4280163472.8631525,-1320755206.4076376,-71448026.77733071,1.5736561219316858,5.217414687355432,-0.142977566294747,-6.327369081159281e-09,1.9515871621101874e-09,1.0564242460268461e-10
2017-10-16 11:00:00,4280169137.9431887,-1320736423.689471,-71448541.49520023,1.5736333433707845,5.217421712969713,-0.14297718597924491,-6.327378028122898e-09,1.95155952268181e-09,1.0564319502626104e-10
2017-10-16 12:00:00,4280174802.9412217,-1320717640.9460125,-71449056.21170062,1.5736105647776746,5.217428738484493,-0.1429768056609693,-6.327386974966338e-09,1.9515318832077682e-09,1.0564396544795747e-10
2017-10-16 13:00:00,4280180467.8572516,-1320698858.1772625,-71449570.92683184,1.5735877861523564,5.21743576389977,-0.14297642533992017,-6.3273959216895804e-09,1.951504243688056e-09,1.0564473586777367e-10
2017-10-16 14:00:00,4280186132.6912785,-1320680075.3832214,-71450085.6405939,1.5735650074948306,5.217442789215545,-0.14297604501609754,-6.327404868292638e-09,1.9514766041226782e-09,1.0564550628570967e-10
