*******************************************************************************
 Revised: January 26, 2022             Saturn                               699
 
 PHYSICAL DATA:
  Mass x10^26 (kg)      = 5.6834          Density (g/cm^3)       =  0.687+-.001
  Equat. radius (1 bar) = 60268+-4 km     Polar radius (km)      = 54364+-10
  Vol. Mean Radius (km) = 58232+-6        Flattening             =  0.09796
  Geometric Albedo      = 0.47            Rocky core mass (Mc/M) =  0.1027
  Sid. rot. period (III)= 10h 39m 22.4s   Sid. rot. rate (rad/s) =  0.000163785 
  Mean solar day, hrs   =~10.656         
  GM (km^3/s^2)         = 37931206.234    GM 1-sigma (km^3/s^2)  = +- 98
  Equ. grav, ge (m/s^2) = 10.44           Pol. grav, gp (m/s^2)  = 12.14+-0.01
  Vis. magnitude V(1,0) = -8.88          
  Vis. mag. (opposition)= +0.67           Obliquity to orbit     = 26.73 deg
  Sidereal orbit period = 29.447498 yr    Sidereal orbit period  = 10755.698 d
  Mean daily motion     = 0.0334979 deg/d Mean orbit velocity    =  9.68 km/s
  Atmos. temp. (1 bar)  = 134+-4 K        Escape speed, km/s    =  35.5          
  Aroche(ice)/Rp        =  2.71           Hill's sphere rad. Rp  = 1100
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         16.8        13.6        15.1
  Maximum Planetary IR (W/m^2)    4.7         4.5         4.6
  Minimum Planetary IR (W/m^2)    4.7         4.5         4.6
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Thu May  5 15:46:11 2022 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Saturn (699)                    {source: sat441l}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2017-Oct-14 00:00:00.0000 TDB
Stop  time      : A.D. 2018-Jan-02 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),        delta-T,                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
******************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2458040.500000000, A.D. 2017-Oct-14 00:00:00.0000,      69.182352, -5.546792191920064E+07, -1.504099277637205E+09,  2.835067627388668E+07,  9.130389314366830E+00, -3.944779892968733E-01, -3.565650120040612E-01,  5.021436141095191E+03,  1.505388683428962E+09,  5.100442084046172E-02,
2458040.541666667, A.D. 2017-Oct-14 01:00:00.0000,      69.182352, -5.543505250889269E+07, -1.504100697409149E+09,  2.834939264950782E+07,  9.130394228717865E+00, -3.942842236459962E-01, -3.565596352013228E-01,  5.021436753609944E+03,  1.505388867056265E+09,  5.101076861048977E-02,
2458040.583333333, A.D. 2017-Oct-14 02:00:00.0000,      69.182353, -5.540218308047060E+07, -1.504102116483779E+09,  2.834810904457057E+07,  9.130399379243340E+00, -3.940905942821406E-01, -3.565542106409927E-01,  5.021437366201687E+03,  1.505389050706650E+09,  5.101724451885730E-02,
2458040.625000000, A.D. 2017-Oct-14 03:00:00.0000,      69.182353, -5.536931363306633E+07, -1.504103534861599E+09,  2.834682545925039E+07,  9.130404776372552E+00, -3.938971080962171E-01, -3.565487368233687E-01,  5.021437978871996E+03,  1.505389234380588E+09,  5.102385511652711E-02,
2458040.666666667, A.D. 2017-Oct-14 04:00:00.0000,      69.182353, -5.533644416576872E+07, -1.504104952543136E+09,  2.834554189372557E+07,  9.130410433580785E+00, -3.937037707799029E-01, -3.565432130953361E-01,  5.021438591622525E+03,  1.505389418078575E+09,  5.103060562953768E-02,
2458040.708333333, A.D. 2017-Oct-14 05:00:00.0000,      69.182353, -5.530357467761330E+07, -1.504106369528932E+09,  2.834425834817535E+07,  9.130416366897512E+00, -3.935105859890512E-01, -3.565376400130982E-01,  5.021439204454970E+03,  1.505389601801120E+09,  5.103749913475595E-02,
2458040.750000000, A.D. 2017-Oct-14 06:00:00.0000,      69.182353, -5.527070516757421E+07, -1.504107785819539E+09,  2.834297482277435E+07,  9.130422594288575E+00, -3.933175547052467E-01, -3.565320195950951E-01,  5.021439817371059E+03,  1.505389785548740E+09,  5.104453594022185E-02,
2458040.791666667, A.D. 2017-Oct-14 07:00:00.0000,      69.182354, -5.523783563455849E+07, -1.504109201415508E+09,  2.834169131768668E+07,  9.130429134971518E+00, -3.931246747881424E-01, -3.565263554735102E-01,  5.021440430372493E+03,  1.505389969321948E+09,  5.105171316037738E-02,
